clone,build,package,packagetests,symbols,clobber,total
84,2873,23,11,604,44,3639
90,2811,22,11,601,44,3579
90,2846,23,11,609,43,3622
90,2835,23,11,598,44,3601
90,2837,24,11,602,44,3608
90,2845,23,11,601,43,3613
90,2851,24,11,600,44,3620
