clone,build,package,packagetests,symbols,clobber,total
121,3735,39,19,859,169,4942
188,3782,40,17,803,155,4985
177,3802,39,19,851,157,5045
183,3752,40,19,843,159,4996
185,3710,40,17,831,168,4951
191,3730,37,17,788,159,4922
