clone,build,package,packagetests,symbols,clobber,total
89,2902,23,11,616,45,3686
83,2923,22,12,619,44,3703
92,2879,23,12,618,44,3668
91,2897,22,11,615,44,3680
90,2884,23,12,617,44,3670
91,2880,23,10,620,44,3668
91,2905,23,12,615,45,3691
91,2868,23,11,616,44,3653
92,2865,24,11,616,44,3652
