clone,build,package,packagetests,symbols,clobber,total
209,3305,28,13,661,245,4461
226,3496,29,13,698,245,4707
190,3510,27,13,718,249,4707
227,3323,29,13,646,227,4465
210,3164,29,14,651,248,4316
231,3108,27,15,687,248,4316
211,3060,28,14,673,236,4222
209,3203,29,12,680,236,4369
