clone,build,package,packagetests,symbols,clobber,total
83,2393,22,14,705,49,3266
97,2369,23,14,705,49,3257
95,2362,22,11,725,49,3264
94,2362,23,13,710,50,3252
94,2363,22,13,709,49,3250
93,2362,22,13,703,50,3243
96,2377,21,14,712,49,3269
96,2379,22,14,710,50,3271
96,2369,23,14,703,50,3255
95,2376,22,13,704,50,3260
