clone,build,package,packagetests,symbols,clobber,total
185,3058,28,11,724,234,4240
219,3030,28,16,695,235,4223
222,3049,30,14,692,231,4238
216,3139,30,16,693,235,4329
206,3049,30,13,656,244,4198
231,3061,27,13,715,232,4279
