clone,build,package,packagetests,symbols,clobber,total
81,3612,24,11,603,44,4375
83,3610,23,11,606,43,4376
91,3594,24,13,605,43,4370
93,3608,23,12,604,43,4383
83,3607,24,12,607,43,4376
