clone,build,package,packagetests,symbols,clobber,total
86,3621,22,15,710,49,4503
95,3646,22,15,709,49,4536
94,3634,22,15,709,49,4523
97,3634,21,14,714,49,4529
94,3637,23,15,712,49,4530
